pair_id,associated_dis,country,iso3,year,disaster_type,disaster_subtype,disaster_type_final,is_drought,is_earthquake,is_warm_anom,is_cold_anom,is_extreme_temp,is_flood,is_landslide,is_tropical,is_unknown_storm,is_convective_storm,minmax_intensity,X Intensity,int_drought,int_earthquake,int_extreme_temp,int_flood,int_landslide,int_tropical,int_unknown_storm,int_conv_storm,Richter,warm_anom,cold_anom,drought_days,extreme_temp_days,prcp_sum,elevation,fault_density,slope,road_density,mm_elevation,mm_fault_density,mm_slope,mm_road_density,X Elevation,X Fault Density,X Slope,X Road Density,msl_pressure,wind_speed,multi,Hazard Group,ln10_Total_Damage,Y Damage ($ ln10),hdi,le,eys,mys,gnipc,gdi,gii,phdi,mm_phdi,multi_phdi,single_phdi,X PHDI,X PPP,Economy,Code,Region,income_group,income_group2,Income Group,is_high_upper_middle,is_low_lower_middle,Lending category,Other (EMU or HIPC),ppp,mm_ppp,multi_ppp,single_ppp,CAPE,start_year_x,start_month_x,start_day_x,start_date,ny_date,dist_to_ny,end_year,end_month,end_day,duration_days,lat,lon
p38,,Indonesia,IDN,1991,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,0,0,0,0,7,0,0,0,0,0,99.05016327,0.0000077,1.993204594,220.7444458,0.02,0.1,0.09,0.05,0.02,0.1,0.09,0.05,0,0,0,Single Hazard,4.534102291,4.534102291,0.532,63.5371,9.876020432,3.492958248,4507.435038,0.86,0.594,0.52,0.49,0,0.49,0.52,0.02,Indonesia,IDN,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1581,0.02,0,0.02,2000.1482,1991,7,4,33423,33239,184,1991,7,4,1,-8.302998786,124.5733825
p39,"Slide (land, mud, snow, rock)",South Korea,KOR,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0,25.47944444,0,0,0,776.23,156.8862915,0,5.08951664,1121.648438,0.03,0,0.22,0.27,0.03,0,0.22,0.27,0,0,1,Multi-hazard,5.300021262,5.300021262,0.747,72.4207,13.70800972,9.418097687,13865.72172,0.9,0.29,0.66,0.76,0.76,0,0.66,0.13,"Korea, Rep.",KOR,East Asia & Pacific,High income,High_income,High,1,0,,,8484,0.13,0.13,0,4766.693055,1991,7,22,33441,33239,202,1991,7,26,5,37.53364088,126.989547
p40,,United States,USA,1991,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,0,0,0,0,2.75,569.6391602,0.000072,4.174598694,2440.030273,0.12,0.91,0.18,0.59,0.12,0.91,0.18,0.59,0,0,0,Single Hazard,4.803880278,4.803880278,0.873,75.5227,15.4780302,13.03085279,38997.77919,0.988,0.296,0.636,0.71,0,0.71,0.636,0.64,United States,USA,North America,High income,High_income,High,1,0,,,40077,0.64,0,0.64,1321.993377,1991,6,28,33417,33239,178,1991,6,28,1,34.32090698,-118.2275975
p41,,Vietnam,VNM,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.43,0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0,1484.76,269.2119446,0.00000847,5.484125614,349.2572937,0.05,0.11,0.24,0.08,0.05,0.11,0.24,0.08,101165.1,23.13,0,Single Hazard,4.256549382,4.256549382,0.493,69.849,8.153502345,4.238818279,1656.983675,0.937,0.409,0.487,0.43,0,0.43,0.487,0.02,Vietnam,VNM,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1772,0.02,0,0.02,5612.343949,1991,8,17,33467,33239,228,1991,8,17,1,18.7759849,105.5737782
p42,,United States,USA,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0,0,0,0,0.6,0,0,0,22.60644444,0,0,0,91.47,449.0516663,0,5.232419014,479.6125793,0.09,0,0.23,0.12,0.09,0,0.23,0.12,102058.88,29.56,0,Single Hazard,6.454923788,6.454923788,0.873,75.5227,15.4780302,13.03085279,38997.77919,0.988,0.296,0.636,0.71,0,0.71,0.636,0.62,United States,USA,North America,High income,High_income,High,1,0,,,38786,0.62,0,0.62,4095.891719,1991,8,18,33468,33239,229,1991,8,20,3,41.02549114,-77.80061833
p43,,Bangladesh,BGD,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.3,0.3,0,0,0,0.3,0,0,0,0,0,22.71122222,0,0,0,937.15,50.64543533,0.00000461,0.442327291,953.2490845,0.01,0.06,0.02,0.23,0.01,0.06,0.02,0.23,0,0,0,Single Hazard,5.454924092,5.454924092,0.394,54.1544,6.022955513,3.399163456,1571.95081,0.658,0.725,0.391,0.25,0,0.25,0.391,0.02,Bangladesh,BGD,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IDA,,1468,0.02,0,0.02,6091.954649,1991,9,2,33483,33239,244,1991,9,10,9,25.7794946,89.05696834
p44,,Chile,CHL,1991,landslide,Mudslide,landslide,0,0,0,0,0,0,1,0,0,0,0.04,0.04,0,0,0,0,0.04,0,0,0,0,11.12811111,0,0,0,47.18,2219.325928,0.00000251,3.145078421,43.33208466,0.45,0.03,0.14,0.01,0.45,0.03,0.14,0.01,0,0,0,Single Hazard,4.056981037,4.056981037,0.715,73.5741,12.73246956,8.466750993,10021.48402,0.928,0.506,0.681,0.79,0,0.79,0.681,0.29,Chile,CHL,Latin America & Caribbean,High income,High_income,High,1,0,IBRD,,17980,0.29,0,0.29,3343.384982,1991,6,19,33408,33239,169,1991,6,19,1,-23.45660048,-69.10302644
p45,,India,IND,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.7,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2141.3,355.6176758,0,3.235741377,315.4829102,0.07,0,0.14,0.08,0.07,0,0.14,0.08,0,0,0,Single Hazard,5.278833595,5.278833595,0.437,59.0547,8.026842836,2.884945669,1768.858819,0.707,0.711,0.428,0.32,0,0.32,0.428,0.04,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,2605,0.04,0,0.04,4979.94415,1991,6,10,33399,33239,160,1991,6,12,3,17.37464455,73.61060788
p46,,Sri Lanka,LKA,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.17,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0,0,532.61,164.2623901,0,2.877096415,1103.202393,0.03,0,0.13,0.27,0.03,0,0.13,0.27,0,0,0,Single Hazard,4.755951041,4.755951041,0.641,71.7512,11.36073368,8.355011902,3982.342083,0.945,0.473,0.634,0.71,0,0.71,0.634,0.05,Sri Lanka,LKA,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,3493,0.05,0,0.05,3928.395648,1991,6,2,33391,33239,152,1991,6,6,5,6.697715311,80.10409201
p47,"Slide (land, mud, snow, rock)",India,IND,1991,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,0,0,0,0,6,17.17566667,0,0,0,0,592.3937378,0.00000483,6.038428307,395.8340149,0.12,0.06,0.26,0.1,0.12,0.06,0.26,0.1,0,0,1,Multi-hazard,5.056984846,5.056984846,0.437,59.0547,8.026842836,2.884945669,1768.858819,0.707,0.711,0.428,0.32,0.32,0,0.428,0.02,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1352,0.02,0.02,0,1722.349839,1991,10,20,33531,33239,292,1991,10,20,1,28.9517078,79.57528529
p48,,Philippines,PHL,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.8,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,197.21,45.10927963,0.0000467,1.575997233,104.3078156,0.01,0.59,0.07,0.03,0.01,0.59,0.07,0.03,101070.57,37.21,0,Single Hazard,5.233074835,5.233074835,0.599,66.304,10.78501034,7.217683172,4066.710963,0.932,0.519,0.586,0.62,0,0.62,0.586,0.04,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,2987,0.04,0,0.04,3550.916698,1991,10,27,33538,33239,299,1991,10,27,1,13.51268836,123.1939123
p49,Flood,Philippines,PHL,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.21,0.21,0,0,0,0,0,0.21,0,0,0,25.54366667,0,0,0,761.22,72.77909851,0.0000122,2.315150499,189.3736115,0.01,0.15,0.1,0.05,0.01,0.15,0.1,0.05,101764.1,14.78,1,Multi-hazard,5.278833595,5.278833595,0.599,66.304,10.78501034,7.217683172,4066.710963,0.932,0.519,0.586,0.62,0.62,0,0.586,0.04,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,2804,0.04,0.04,0,3285.374147,1991,11,5,33547,33239,308,1991,11,8,4,11.32716188,124.6222606
p50,,Japan,JPN,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.39,0.39,0,0,0,0,0,0.39,0,0,0,0,0,0,0,44.82,238.1144409,0.000018,5.619533539,1344.226196,0.05,0.23,0.25,0.32,0.05,0.23,0.25,0.32,101016.34,21.63,0,Single Hazard,3.977815026,3.977815026,0.849,79.2519,13.05280018,11.68477979,36649.80697,0.952,0.161,0.698,0.83,0,0.83,0.698,0.36,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,22429,0.36,0,0.36,1572.828956,1991,8,20,33470,33239,231,1991,8,20,1,32.72379152,130.6144416
p51,,United States,USA,1991,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.26,0.26,0,0,0,0,0,0,0.26,0,0,6.142333333,0,0,0,185.45,522.9974365,0,1.081303,200.8455048,0.11,0,0.05,0.05,0.11,0,0.05,0.05,103806.14,14.01,0,Single Hazard,4.755951041,4.755951041,0.873,75.5227,15.4780302,13.03085279,38997.77919,0.988,0.296,0.636,0.71,0,0.71,0.636,0.52,United States,USA,North America,High income,High_income,High,1,0,,,32754,0.52,0,0.52,574.3889643,1991,12,15,33587,33239,348,1991,12,15,1,31.49105418,-99.35798439
p52,,Vietnam,VNM,1991,storm,Unknown,unclassified storm,0,0,0,0,0,0,0,0,1,0,0.47,0.47,0,0,0,0,0,0,0.47,0,0,0,0,0,0,111.02,431.2592773,0.00000674,6.988826275,387.9086609,0.09,0.08,0.31,0.09,0.09,0.08,0.31,0.09,102880.27,19.39,0,Single Hazard,3.278753601,3.278753601,0.493,69.849,8.153502345,4.238818279,1656.983675,0.937,0.409,0.487,0.43,0,0.43,0.487,0.02,Vietnam,VNM,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1523,0.02,0,0.02,1779.543619,1991,12,28,33600,33239,361,1991,12,28,1,15.63687707,108.0355396
p53,,Mexico,MEX,1991,flood,Unknown,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,22.74,482.9561768,0,5.887964249,332.7135315,0.1,0,0.26,0.08,0.1,0,0.26,0.08,0,0,0,Single Hazard,3.57989787,3.57989787,0.664,70.2977,10.76844025,6.024422073,14895.23039,0.908,0.499,0.618,0.68,0,0.68,0.618,0.19,Mexico,MEX,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,11823,0.19,0,0.19,2141.498543,1991,1,4,33242,33239,3,1991,1,4,1,24.99255151,-107.4926632
p54,,United States,USA,1991,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.12,0.12,0,0,0,0,0,0,0,0.12,0,8.216555556,0,0,0,1.72,202.5449066,0,0.986890674,574.5251465,0.04,0,0.04,0.14,0.04,0,0.04,0.14,102987.48,11.75,0,Single Hazard,4.755951041,4.755951041,0.873,75.5227,15.4780302,13.03085279,38997.77919,0.988,0.296,0.636,0.71,0,0.71,0.636,0.57,United States,USA,North America,High income,High_income,High,1,0,,,35644,0.57,0,0.57,1366.114294,1991,3,11,33308,33239,69,1991,3,11,1,39.50918711,-91.27073546
p55,Flood,United States,USA,1991,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.55,0.55,0,0,0,0,0,0,0,0.55,0,20.52511111,0,0,0,220.44,261.6761475,0,1.104351282,483.0830688,0.05,0,0.05,0.12,0.05,0,0.05,0.12,101829.03,14.6,1,Multi-hazard,6.278832453,6.278832453,0.873,75.5227,15.4780302,13.03085279,38997.77919,0.988,0.296,0.636,0.71,0.71,0,0.636,0.49,United States,USA,North America,High income,High_income,High,1,0,,,30804,0.49,0.49,0,6036.394977,1991,4,26,33354,33239,115,1991,4,29,4,35.76141825,-96.38244862
p56,,India,IND,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.11,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,0,329.44,306.3643494,0,3.780608416,400.0581665,0.06,0,0.17,0.1,0.06,0,0.17,0.1,0,0,0,Single Hazard,5.350715021,5.350715021,0.437,59.0547,8.026842836,2.884945669,1768.858819,0.707,0.711,0.428,0.32,0,0.32,0.428,0.02,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1854,0.02,0,0.02,7041.371401,1991,6,1,33390,33239,151,1991,7,9,39,10.45089774,76.4057486
p57,,Philippines,PHL,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.32,0.32,0,0,0,0,0,0.32,0,0,0,0,0,0,0,570.97,45.29271698,0.0000394,1.532571912,89.30934143,0.01,0.5,0.07,0.02,0.01,0.5,0.07,0.02,101469.08,18.77,0,Single Hazard,5.208250504,5.208250504,0.599,66.304,10.78501034,7.217683172,4066.710963,0.932,0.519,0.586,0.62,0,0.62,0.586,0.04,Philippines,PHL,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,2964,0.04,0,0.04,6016.78568,1991,7,10,33429,33239,190,1991,7,10,1,13.7188079,123.2736276
p58,Hail,Canada,CAN,1991,storm,Convective storm,convective storm,0,0,0,0,0,0,0,0,0,1,0.16,0.16,0,0,0,0,0,0,0,0.16,0,12.14977778,0,0,0,75.42,1213.65918,0,3.058680058,121.1435776,0.25,0,0.13,0.03,0.25,0,0.13,0.03,102473.55,9.57,1,Multi-hazard,5.977802685,5.977802685,0.864,77.5917,17.12656021,10.92090034,31151.3392,0.983,0.189,0.634,0.71,0.71,0,0.634,0.6,Canada,CAN,North America,High income,High_income,High,1,0,,,37707,0.6,0.6,0,1753.397891,1991,9,7,33488,33239,249,1991,9,7,1,51.03816456,-114.0608289
p59,,Vietnam,VNM,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.08,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,251.09,6.519566059,0,0.292891055,578.6568604,0,0,0.01,0.14,0,0,0.01,0.14,0,0,0,Single Hazard,4.864291505,4.864291505,0.493,69.849,8.153502345,4.238818279,1656.983675,0.937,0.409,0.487,0.43,0,0.43,0.487,0.03,Vietnam,VNM,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1965,0.03,0,0.03,4054.221965,1991,9,19,33500,33239,261,1991,9,25,7,10.30227073,105.3512066
p60,,Japan,JPN,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.71,0.71,0,0,0,0,0,0.71,0,0,0,0,0,0,0,976.7,230.9838257,0.0000247,5.557901859,1412.81665,0.05,0.31,0.24,0.34,0.05,0.31,0.24,0.34,102138.98,33.7,0,Single Hazard,7.278832475,7.278832475,0.849,79.2519,13.05280018,11.68477979,36649.80697,0.952,0.161,0.698,0.83,0,0.83,0.698,0.36,Japan,JPN,East Asia & Pacific,High income,High_income,High,1,0,,,22772,0.36,0,0.36,1880.858316,1991,9,27,33508,33239,269,1991,9,27,1,32.91147595,130.8660259
p61,,Iran,IRN,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,18.40133333,0,0,0,21.95,1678.483765,0.0000168,6.469254494,168.5846558,0.34,0.21,0.28,0.04,0.34,0.21,0.28,0.04,0,0,0,Single Hazard,5.885213603,5.885213603,0.62,66.4589,10.21992719,6.021415054,9496.163999,0.731,0.695,0.58,0.61,0,0.61,0.58,0.13,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,8123,0.13,0,0.13,6789.718768,1991,10,3,33514,33239,275,1991,10,6,4,29.29663231,53.18646599
p62,,Indonesia,IDN,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.06,0.06,0,0,0,0.06,0,0,0,0,0,25.42566667,0,0,0,185.44,84.17963409,9.72E-08,1.613338947,461.3747864,0.02,0,0.07,0.11,0.02,0,0.07,0.11,0,0,0,Single Hazard,4.449092531,4.449092531,0.532,63.5371,9.876020432,3.492958248,4507.435038,0.86,0.594,0.52,0.49,0,0.49,0.52,0.1,Indonesia,IDN,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,6579,0.1,0,0.1,4260.936627,1991,12,16,33588,33239,349,1991,12,19,4,-2.035833168,103.1849192
p63,,Thailand,THA,1991,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0,0,0,0,0.4,0,0,0,26.446,0,0,0,628.72,322.0188599,0.00000122,2.851105213,581.9147949,0.07,0.02,0.13,0.14,0.07,0.02,0.13,0.14,101152.91,21.97,0,Single Hazard,4.199124115,4.199124115,0.585,70.7168,8.6890529,4.625411972,7394.923747,0.951,0.434,0.558,0.56,0,0.56,0.558,0.03,Thailand,THA,East Asia & Pacific,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,2433,0.03,0,0.03,4887.617048,1991,8,17,33467,33239,228,1991,8,17,1,17.06226376,102.2457065
p64,,Turkey,TUR,1991,flood,Flash flood,flood,0,0,0,0,0,1,0,0,0,0,0.09,0.09,0,0,0,0.09,0,0,0,0,0,12.49522222,0,0,0,280.74,1256.985596,0.0000488,7.240896225,486.1715393,0.25,0.61,0.32,0.12,0.25,0.61,0.32,0.12,0,0,0,Single Hazard,4.676775889,4.676775889,0.604,68.1689,9.188130379,4.510434245,12853.99247,0.829,0.612,0.563,0.57,0,0.57,0.563,0.09,Türkiye,TUR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,5685,0.09,0,0.09,1960.929608,1991,5,16,33374,33239,135,1991,5,17,2,38.53162969,39.8048153
p65,,Iran,IRN,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.12,0.12,0,0,0,0.12,0,0,0,0,0,9.385333333,0,0,0,384.31,1772.305176,0.000017,4.259252071,72.98878479,0.36,0.21,0.19,0.02,0.36,0.21,0.19,0.02,0,0,0,Single Hazard,3.424881637,3.424881637,0.62,66.4589,10.21992719,6.021415054,9496.163999,0.731,0.695,0.58,0.61,0,0.61,0.58,0.14,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,8786,0.14,0,0.14,1202.703493,1991,3,7,33304,33239,65,1991,4,1,26,29.34872041,54.5115005
p66,,India,IND,1991,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.18,0.18,0,0,0,0.18,0,0,0,0,0,28.46133333,0,0,0,549.2,52.67026138,0,0.539598227,557.4637451,0.01,0,0.02,0.13,0.01,0,0.02,0.13,0,0,0,Single Hazard,4.880893587,4.880893587,0.437,59.0547,8.026842836,2.884945669,1768.858819,0.707,0.711,0.428,0.32,0,0.32,0.428,0.02,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1409,0.02,0,0.02,3963.52897,1991,9,14,33495,33239,256,1991,9,15,2,23.81595215,87.98089998
p67,,United States,USA,1991,flood,Unknown,flood,0,0,0,0,0,1,0,0,0,0,0.03,0.03,0,0,0,0.03,0,0,0,0,0,9.336777778,0,0,0,80.16,522.9974365,0,1.081303,200.8455048,0.11,0,0.05,0.05,0.11,0,0.05,0.05,0,0,0,Single Hazard,6.208251311,6.208251311,0.873,75.5227,15.4780302,13.03085279,38997.77919,0.988,0.296,0.636,0.71,0,0.71,0.636,0.52,United States,USA,North America,High income,High_income,High,1,0,,,32754,0.52,0,0.52,378.2960035,1991,12,18,33590,33239,351,1992,1,10,24,31.49105418,-99.35798439
p68,,Cuba,CUB,1992,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.07,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0,0,207.61,39.31264877,0.00000304,0.576425254,292.5822144,0.01,0.04,0.03,0.07,0.01,0.04,0.03,0.07,0,0,0,Single Hazard,3.679155241,3.679155241,0.668,74.1615,11.98618984,9.089982115,4135.772262,0.922,0.434,0.617,0.67,0,0.67,0.617,0.17,Cuba,CUB,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,,,10658,0.17,0,0.17,2162.741947,1992,2,6,33640,33604,36,1992,2,10,5,21.81244047,-79.09834722
p69,"Slide (land, mud, snow, rock)",Turkey,TUR,1992,earthquake,Ground movement,earthquake,0,1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,0,0,0,0,0,7,0,0,0,0,34.05,1686.079834,0.0000473,10.53647137,402.0489502,0.34,0.59,0.46,0.1,0.34,0.59,0.46,0.1,0,0,1,Multi-hazard,6.1409349,6.1409349,0.61,68.4861,9.308939934,4.565511506,13435.52932,0.829,0.608,0.569,0.59,0.59,0,0.569,0.1,Türkiye,TUR,Europe & Central Asia,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,6552,0.1,0.1,0,326.0045473,1992,3,13,33676,33604,72,1992,3,13,1,39.66583518,39.31617681
p70,,Pakistan,PAK,1992,flood,Unknown,flood,0,0,0,0,0,1,0,0,0,0,0.03,0.03,0,0,0,0.03,0,0,0,0,0,33.48622222,0,0,0,101.88,45.25229263,0.00000595,0.641532302,133.6125031,0.01,0.07,0.03,0.03,0.01,0.07,0.03,0.03,0,0,0,Single Hazard,2.627365857,2.627365857,0.409,60.1158,4.734723825,2.488880911,3033.304323,0.574,0.791,0.402,0.27,0,0.27,0.402,0.06,Pakistan,PAK,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,Blend,,3971,0.06,0,0.06,4938.274396,1992,7,15,33800,33604,196,1992,8,10,27,26.01275638,68.78509665
p71,,Vietnam,VNM,1992,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.54,0.54,0,0,0,0,0,0.54,0,0,0,0,0,0,0,1221.67,119.1936188,0.00000536,3.389056921,620.3377686,0.02,0.07,0.15,0.15,0.02,0.07,0.15,0.15,100926.05,27.19,0,Single Hazard,2.868056362,2.868056362,0.504,69.9579,8.465144873,4.376225944,1799.139508,0.94,0.407,0.497,0.45,0,0.45,0.497,0.02,Vietnam,VNM,East Asia & Pacific,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1569,0.02,0,0.02,5373.76418,1992,6,29,33784,33604,180,1992,6,29,1,21.01954959,106.9860053
p72,,Pakistan,PAK,1992,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.22,0.22,0,0,0,0.22,0,0,0,0,0,27.43611111,0,0,0,676.95,310.0195923,0.0000203,1.208108306,161.8818512,0.06,0.26,0.05,0.04,0.06,0.26,0.05,0.04,0,0,0,Single Hazard,6.265873715,6.265873715,0.409,60.1158,4.734723825,2.488880911,3033.304323,0.574,0.791,0.402,0.27,0,0.27,0.402,0.04,Pakistan,PAK,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,Blend,,2843,0.04,0,0.04,5225.060351,1992,9,8,33855,33604,251,1992,9,18,11,32.45585839,73.09664554
p73,,United States,USA,1992,storm,Tropical cyclone,tropical cyclone,0,0,0,0,0,0,0,1,0,0,0.52,0.52,0,0,0,0,0,0.52,0,0,0,0,0,0,0,262.33,8.458116531,0,0.171713844,940.3532104,0,0,0.01,0.23,0,0,0.01,0.23,102746.69,26.58,0,Single Hazard,7.689119647,7.689119647,0.878,75.7776,15.7397151,13.07793522,39677.08666,0.988,0.295,0.635,0.71,0,0.71,0.635,0.52,United States,USA,North America,High income,High_income,High,1,0,,,32283,0.52,0,0.52,4930.103856,1992,8,24,33840,33604,236,1992,8,24,1,29.85913659,-87.24832284
p74,,Iran,IRN,1992,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.09,0.09,0,0,0,0.09,0,0,0,0,0,14.26877778,0,0,0,275.54,1119.203003,0.0000168,2.241639376,69.58833313,0.23,0.21,0.1,0.02,0.23,0.21,0.1,0.02,0,0,0,Single Hazard,6.738498572,6.738498572,0.627,66.7765,10.35805479,6.304263819,9575.856149,0.74,0.684,0.587,0.62,0,0.62,0.587,0.13,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,8098,0.13,0,0.13,1775.458349,1992,4,28,33722,33604,118,1992,6,6,40,35.5167336,57.4839768
p75,,Iran,IRN,1992,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.03,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,86.59,920.6243286,0.0000188,6.884989262,107.6904526,0.19,0.24,0.3,0.03,0.19,0.24,0.3,0.03,0,0,0,Single Hazard,5.965104291,5.965104291,0.627,66.7765,10.35805479,6.304263819,9575.856149,0.74,0.684,0.587,0.62,0,0.62,0.587,0.19,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,12183,0.19,0,0.19,3267.398959,1992,7,9,33794,33604,190,1992,7,11,3,36.82716179,50.90934713
p76,,Argentina,ARG,1992,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,22.21222222,0,0,0,26.89,52.72639847,0,0.242540225,257.0518188,0.01,0,0.01,0.06,0.01,0,0.01,0.06,0,0,0,Single Hazard,5.68084748,5.68084748,0.735,72.4295,13.19059308,8.260361195,15940.72602,0.975,0.436,0.67,0.77,0,0.77,0.67,0.11,Argentina,ARG,Latin America & Caribbean,Upper middle income,Upper_middle_income,Upper Middle,1,0,IBRD,,6868,0.11,0,0.11,2327.786855,1992,4,1,33695,33604,91,1992,7,2,93,-29.48052584,-59.12603878
p77,"Slide (land, mud, snow, rock)",India,IND,1992,flood,Riverine flood,flood,0,0,0,0,0,1,0,0,0,0,0.13,0.13,0,0,0,0.13,0,0,0,0,0,28.89722222,0,0,0,390.29,190.8701019,0,0.314583749,710.5209961,0.04,0,0.01,0.17,0.04,0,0.01,0.17,0,0,1,Multi-hazard,5.02817663,5.02817663,0.442,59.4524,8.057444193,2.988315058,1828.853344,0.71,0.709,0.433,0.33,0.33,0,0.433,0.02,India,IND,South Asia,Lower middle income,Lower_middle_income,Lower Middle,0,1,IBRD,,1682,0.02,0.02,0,5225.060351,1992,9,8,33855,33604,251,1992,9,31,24,27.75588451,77.86085813
